
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
13,Sun,December 5,boxscore,Carolina Panthers,@,New Orleans Saints,32,21,401,0,280,3
13,Sun,December 5,boxscore,Cincinnati Bengals,@,Baltimore Ravens,27,26,453,2,356,2
13,Sun,December 5,boxscore,Detroit Lions,,Arizona Cardinals,26,12,398,1,254,4
13,Sun,December 5,boxscore,San Diego Chargers,,Denver Broncos,20,17,208,2,337,4
13,Mon,December 6,boxscore,Dallas Cowboys,@,Seattle Seahawks,43,39,405,2,507,2
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
14,Sun,December 12,boxscore,Pittsburgh Steelers,,New York Jets,17,6,262,2,296,3
14,Sun,December 12,boxscore,Philadelphia Eagles,@,Washington Redskins,17,14,312,2,312,1
14,Sun,December 12,boxscore,Atlanta Falcons,,Oakland Raiders,35,10,354,0,296,3
14,Sun,December 12,boxscore,Carolina Panthers,,St. Louis Rams,20,7,308,2,292,7
14,Sun,December 12,boxscore,Seattle Seahawks,@,Minnesota Vikings,27,23,455,2,374,2
14,Sun,December 12,boxscore,San Francisco 49ers,@,Arizona Cardinals,31,28,352,1,374,2
14,Sun,December 12,boxscore,San Diego Chargers,,Tampa Bay Buccaneers,31,24,336,3,436,4
14,Sun,December 12,boxscore,Baltimore Ravens,,New York Giants,37,14,353,1,196,6
14,Sun,December 12,boxscore,New Orleans Saints,@,Dallas Cowboys,27,13,344,2,269,4
14,Sun,December 12,boxscore,Jacksonville Jaguars,,Chicago Bears,22,3,332,1,210,2
14,Sun,December 12,boxscore,New England Patriots,,Cincinnati Bengals,35,28,351,0,478,3
14,Sun,December 12,boxscore,Buffalo Bills,,Cleveland Browns,37,7,321,3,26,5
14,Sun,December 12,boxscore,Indianapolis Colts,@,Houston Texans,23,14,382,0,273,2
14,Sun,December 12,boxscore,Green Bay Packers,,Detroit Lions,16,13,301,0,228,0
14,Sun,December 12,boxscore,Denver Broncos,,Miami Dolphins,20,17,415,3,214,1
14,Mon,December 13,boxscore,Kansas City Chiefs,@,Tennessee Titans,49,38,383,2,542,4
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
15,Sat,December 18,boxscore,Pittsburgh Steelers,@,New York Giants,33,30,469,2,278,1
15,Sat,December 18,boxscore,Washington Redskins,@,San Francisco 49ers,26,16,337,1,254,4
15,Sat,December 18,boxscore,Atlanta Falcons,,Carolina Panthers,34,31,329,4,375,4
15,Sun,December 19,boxscore,Arizona Cardinals,,St. Louis Rams,31,7,402,1,185,2
15,Sun,December 19,boxscore,San Diego Chargers,@,Cleveland Browns,21,0,257,1,231,1
15,Sun,December 19,boxscore,Oakland Raiders,,Tennessee Titans,40,35,415,1,527,2
15,Sun,December 19,boxscore,Indianapolis Colts,,Baltimore Ravens,20,10,316,0,354,2
15,Sun,December 19,boxscore,New Orleans Saints,@,Tampa Bay Buccaneers,21,17,247,1,283,4
15,Sun,December 19,boxscore,Minnesota Vikings,@,Detroit Lions,28,27,461,1,463,3
15,Sun,December 19,boxscore,Jacksonville Jaguars,@,Green Bay Packers,28,25,312,2,444,5
15,Sun,December 19,boxscore,Houston Texans,@,Chicago Bears,24,5,314,0,203,4
15,Sun,December 19,boxscore,Kansas City Chiefs,,Denver Broncos,45,17,410,0,402,3
15,Sun,December 19,boxscore,Philadelphia Eagles,,Dallas Cowboys,12,7,328,3,237,2
15,Sun,December 19,boxscore,Buffalo Bills,@,Cincinnati Bengals,33,17,212,1,275,4
15,Sun,December 19,boxscore,New York Jets,,Seattle Seahawks,37,14,482,0,275,3
15,Mon,December 20,boxscore,Miami Dolphins,,New England Patriots,29,28,231,1,322,4
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
16,Fri,December 24,boxscore,Green Bay Packers,@,Minnesota Vikings,34,31,460,1,416,0
16,Sat,December 25,boxscore,Kansas City Chiefs,,Oakland Raiders,31,30,433,2,300,1
16,Sat,December 25,boxscore,Denver Broncos,@,Tennessee Titans,37,16,496,2,153,2
16,Sun,December 26,boxscore,Dallas Cowboys,,Washington Redskins,13,10,306,2,233,3
16,Sun,December 26,boxscore,Indianapolis Colts,,San Diego Chargers,34,31,464,1,374,1
16,Sun,December 26,boxscore,Pittsburgh Steelers,,Baltimore Ravens,20,7,404,2,248,1
16,Sun,December 26,boxscore,Cincinnati Bengals,,New York Giants,23,22,233,2,326,1
16,Sun,December 26,boxscore,New England Patriots,@,New York Jets,23,7,372,0,279,3
16,Sun,December 26,boxscore,Houston Texans,@,Jacksonville Jaguars,21,0,333,2,126,3
16,Sun,December 26,boxscore,Seattle Seahawks,,Arizona Cardinals,24,21,301,1,317,2
16,Sun,December 26,boxscore,New Orleans Saints,,Atlanta Falcons,26,13,369,2,267,3
16,Sun,December 26,boxscore,Buffalo Bills,@,San Francisco 49ers,41,7,441,1,189,4
16,Sun,December 26,boxscore,Carolina Panthers,@,Tampa Bay Buccaneers,37,20,348,0,345,3
16,Sun,December 26,boxscore,Detroit Lions,,Chicago Bears,19,13,314,1,229,1
16,Sun,December 26,boxscore,Miami Dolphins,,Cleveland Browns,10,7,280,2,285,4
16,Mon,December 27,boxscore,St. Louis Rams,,Philadelphia Eagles,20,7,419,1,155,1
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
17,Sun,January 2,boxscore,Baltimore Ravens,,Miami Dolphins,30,23,332,0,345,3
17,Sun,January 2,boxscore,Washington Redskins,,Minnesota Vikings,21,18,318,2,320,0
17,Sun,January 2,boxscore,New Orleans Saints,@,Carolina Panthers,21,18,360,0,320,3
17,Sun,January 2,boxscore,St. Louis Rams,,New York Jets,32,29,479,3,324,0
17,Sun,January 2,boxscore,Pittsburgh Steelers,@,Buffalo Bills,29,24,262,3,267,3
17,Sun,January 2,boxscore,New England Patriots,,San Francisco 49ers,21,7,405,3,318,2
17,Sun,January 2,boxscore,Arizona Cardinals,,Tampa Bay Buccaneers,12,7,222,1,249,4
17,Sun,January 2,boxscore,San Diego Chargers,,Kansas City Chiefs,24,17,353,2,443,4
17,Sun,January 2,boxscore,Jacksonville Jaguars,@,Oakland Raiders,13,6,242,2,281,4
17,Sun,January 2,boxscore,Seattle Seahawks,,Atlanta Falcons,28,26,253,1,354,1
17,Sun,January 2,boxscore,Cincinnati Bengals,@,Philadelphia Eagles,38,10,308,0,342,5
17,Sun,January 2,boxscore,Cleveland Browns,@,Houston Texans,22,14,364,2,238,1
17,Sun,January 2,boxscore,Denver Broncos,,Indianapolis Colts,33,14,453,0,200,1
17,Sun,January 2,boxscore,New York Giants,,Dallas Cowboys,28,24,235,1,367,2
17,Sun,January 2,boxscore,Tennessee Titans,,Detroit Lions,24,19,312,0,434,2
17,Sun,January 2,boxscore,Green Bay Packers,@,Chicago Bears,31,14,387,0,246,1
,,Playoffs,,,,,,,,,,
WildCard,Sat,January 8,boxscore,St. Louis Rams,@,Seattle Seahawks,27,20,396,1,413,1
WildCard,Sat,January 8,boxscore,New York Jets,@,San Diego Chargers,20,17,396,0,408,1
WildCard,Sun,January 9,boxscore,Minnesota Vikings,@,Green Bay Packers,31,17,384,0,306,4
WildCard,Sun,January 9,boxscore,Indianapolis Colts,,Denver Broncos,49,24,530,1,338,1
Division,Sat,January 15,boxscore,Atlanta Falcons,,St. Louis Rams,47,17,397,1,339,2
Division,Sat,January 15,boxscore,Pittsburgh Steelers,,New York Jets,20,17,364,3,275,1
Division,Sun,January 16,boxscore,New England Patriots,,Indianapolis Colts,20,3,325,0,276,3
Division,Sun,January 16,boxscore,Philadelphia Eagles,,Minnesota Vikings,27,14,395,1,385,2
ConfChamp,Sun,January 23,boxscore,Philadelphia Eagles,,Atlanta Falcons,27,10,326,0,202,1
ConfChamp,Sun,January 23,boxscore,New England Patriots,@,Pittsburgh Steelers,41,27,322,0,388,4
SuperBowl,Sun,February 6,boxscore,New England Patriots,N,Philadelphia Eagles,24,21,331,1,369,4
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
1,Thu,September 8,boxscore,New England Patriots,,Oakland Raiders,30,20,379,0,338,1
1,Sun,September 11,boxscore,Indianapolis Colts,@,Baltimore Ravens,24,7,340,0,401,4
1,Sun,September 11,boxscore,New Orleans Saints,@,Carolina Panthers,23,20,291,2,350,4
1,Sun,September 11,boxscore,Washington Redskins,,Chicago Bears,9,7,323,3,166,2
1,Sun,September 11,boxscore,New York Giants,,Arizona Cardinals,42,19,275,2,318,2
1,Sun,September 11,boxscore,Miami Dolphins,,Denver Broncos,34,10,426,3,312,3
1,Sun,September 11,boxscore,Detroit Lions,,Green Bay Packers,17,3,254,0,216,3
1,Sun,September 11,boxscore,Kansas City Chiefs,,New York Jets,27,7,389,1,390,3
1,Sun,September 11,boxscore,Pittsburgh Steelers,,Tennessee Titans,34,7,424,0,303,4
1,Sun,September 11,boxscore,San Francisco 49ers,,St. Louis Rams,28,25,217,2,405,1
1,Sun,September 11,boxscore,Jacksonville Jaguars,,Seattle Seahawks,26,14,362,0,322,5
1,Sun,September 11,boxscore,Buffalo Bills,,Houston Texans,22,7,316,0,120,5
1,Sun,September 11,boxscore,Cincinnati Bengals,@,Cleveland Browns,27,13,420,2,373,3
1,Sun,September 11,boxscore,Dallas Cowboys,@,San Diego Chargers,28,24,301,1,291,2
1,Sun,September 11,boxscore,Tampa Bay Buccaneers,@,Minnesota Vikings,24,13,345,2,248,5
1,Mon,September 12,boxscore,Atlanta Falcons,,Philadelphia Eagles,14,10,319,3,301,3
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
2,Sun,September 18,boxscore,St. Louis Rams,@,Arizona Cardinals,17,12,297,1,379,2
2,Sun,September 18,boxscore,Philadelphia Eagles,,San Francisco 49ers,42,3,583,1,142,3
2,Sun,September 18,boxscore,Pittsburgh Steelers,@,Houston Texans,27,7,388,0,221,1
2,Sun,September 18,boxscore,Indianapolis Colts,,Jacksonville Jaguars,10,3,268,1,303,0
2,Sun,September 18,boxscore,New York Jets,,Miami Dolphins,17,7,271,0,235,1
2,Sun,September 18,boxscore,Kansas City Chiefs,@,Oakland Raiders,23,17,354,1,327,2
2,Sun,September 18,boxscore,Carolina Panthers,,New England Patriots,27,17,250,1,288,3
2,Sun,September 18,boxscore,Tampa Bay Buccaneers,,Buffalo Bills,19,3,318,0,147,0
2,Sun,September 18,boxscore,Seattle Seahawks,,Atlanta Falcons,21,18,428,1,223,0
2,Sun,September 18,boxscore,Cincinnati Bengals,,Minnesota Vikings,37,8,504,1,304,7
2,Sun,September 18,boxscore,Cleveland Browns,@,Green Bay Packers,26,24,391,0,452,2
2,Sun,September 18,boxscore,Chicago Bears,,Detroit Lions,38,6,336,0,234,5
2,Sun,September 18,boxscore,Tennessee Titans,,Baltimore Ravens,25,10,290,1,182,2
2,Sun,September 18,boxscore,Denver Broncos,,San Diego Chargers,20,17,331,2,213,2
2,Mon,September 19,boxscore,New York Giants,@,New Orleans Saints,27,10,257,1,422,6
2,Mon,September 19,boxscore,Washington Redskins,@,Dallas Cowboys,14,13,346,2,351,0
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
3,Sun,September 25,boxscore,Tampa Bay Buccaneers,@,Green Bay Packers,17,16,293,1,260,4
3,Sun,September 25,boxscore,San Diego Chargers,,New York Giants,45,23,485,1,424,1
3,Sun,September 25,boxscore,Atlanta Falcons,@,Buffalo Bills,24,16,403,2,208,2
3,Sun,September 25,boxscore,Cincinnati Bengals,@,Chicago Bears,24,7,244,1,255,6
3,Sun,September 25,boxscore,Indianapolis Colts,,Cleveland Browns,13,6,339,1,263,0
3,Sun,September 25,boxscore,Philadelphia Eagles,,Oakland Raiders,23,20,448,2,365,0
3,Sun,September 25,boxscore,St. Louis Rams,,Tennessee Titans,31,27,360,4,335,3
3,Sun,September 25,boxscore,New England Patriots,@,Pittsburgh Steelers,23,20,426,3,269,1
3,Sun,September 25,boxscore,Minnesota Vikings,,New Orleans Saints,33,16,420,0,296,4
3,Sun,September 25,boxscore,Jacksonville Jaguars,@,New York Jets,26,20,308,3,168,3
3,Sun,September 25,boxscore,Miami Dolphins,,Carolina Panthers,27,24,315,1,299,3
3,Sun,September 25,boxscore,Dallas Cowboys,@,San Francisco 49ers,34,31,443,3,390,3
3,Sun,September 25,boxscore,Seattle Seahawks,,Arizona Cardinals,37,12,447,0,266,2
3,Mon,September 26,boxscore,Denver Broncos,,Kansas City Chiefs,30,10,358,0,285,1
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
4,Sun,October 2,boxscore,Tampa Bay Buccaneers,,Detroit Lions,17,13,353,4,226,1
4,Sun,October 2,boxscore,Baltimore Ravens,,New York Jets,13,3,259,2,152,0
4,Sun,October 2,boxscore,Atlanta Falcons,,Minnesota Vikings,30,10,368,0,261,3
4,Sun,October 2,boxscore,Arizona Cardinals,,San Francisco 49ers,31,14,463,3,168,4
4,Sun,October 2,boxscore,New Orleans Saints,,Buffalo Bills,19,7,333,0,208,2
4,Sun,October 2,boxscore,Indianapolis Colts,@,Tennessee Titans,31,10,364,0,313,1
4,Sun,October 2,boxscore,Oakland Raiders,,Dallas Cowboys,19,13,333,0,303,1
4,Sun,October 2,boxscore,Denver Broncos,@,Jacksonville Jaguars,20,7,306,0,241,4
4,Sun,October 2,boxscore,New York Giants,,St. Louis Rams,44,24,456,0,476,5
4,Sun,October 2,boxscore,San Diego Chargers,@,New England Patriots,41,17,431,0,303,2
4,Sun,October 2,boxscore,Washington Redskins,,Seattle Seahawks,20,17,352,1,354,0
4,Sun,October 2,boxscore,Cincinnati Bengals,,Houston Texans,16,10,371,0,254,1
4,Sun,October 2,boxscore,Philadelphia Eagles,@,Kansas City Chiefs,37,31,396,2,353,4
4,Mon,October 3,boxscore,Carolina Panthers,,Green Bay Packers,32,29,286,1,352,2
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
5,Sun,October 9,boxscore,Detroit Lions,,Baltimore Ravens,35,17,266,2,387,4
5,Sun,October 9,boxscore,Cleveland Browns,,Chicago Bears,20,10,278,2,266,3
5,Sun,October 9,boxscore,Tennessee Titans,@,Houston Texans,34,20,310,0,257,1
5,Sun,October 9,boxscore,Buffalo Bills,,Miami Dolphins,20,14,236,1,323,5
5,Sun,October 9,boxscore,New England Patriots,@,Atlanta Falcons,31,28,483,1,400,0
5,Sun,October 9,boxscore,Dallas Cowboys,,Philadelphia Eagles,33,10,456,1,129,0
5,Sun,October 9,boxscore,Denver Broncos,,Washington Redskins,21,19,257,0,447,1
5,Sun,October 9,boxscore,Jacksonville Jaguars,,Cincinnati Bengals,23,20,342,1,364,1
5,Sun,October 9,boxscore,Indianapolis Colts,@,San Francisco 49ers,28,3,365,3,177,5
5,Sun,October 9,boxscore,Carolina Panthers,@,Arizona Cardinals,24,20,330,2,468,4
5,Sun,October 9,boxscore,Green Bay Packers,,New Orleans Saints,52,3,309,0,254,5
5,Sun,October 9,boxscore,Seattle Seahawks,@,St. Louis Rams,37,31,433,0,386,2
5,Sun,October 9,boxscore,New York Jets,,Tampa Bay Buccaneers,14,12,212,3,285,1
5,Mon,October 10,boxscore,Pittsburgh Steelers,@,San Diego Chargers,24,22,311,1,279,2
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
6,Sun,October 16,boxscore,San Diego Chargers,@,Oakland Raiders,27,14,346,0,310,1
6,Sun,October 16,boxscore,Chicago Bears,,Minnesota Vikings,28,3,192,3,283,2
6,Sun,October 16,boxscore,Kansas City Chiefs,,Washington Redskins,28,21,274,0,398,3
6,Sun,October 16,boxscore,Baltimore Ravens,,Cleveland Browns,16,3,351,1,186,3
6,Sun,October 16,boxscore,Seattle Seahawks,,Houston Texans,42,10,459,1,227,0
6,Sun,October 16,boxscore,Tampa Bay Buccaneers,,Miami Dolphins,27,13,342,1,307,2
6,Sun,October 16,boxscore,Cincinnati Bengals,@,Tennessee Titans,31,23,387,0,377,3
6,Sun,October 16,boxscore,Buffalo Bills,,New York Jets,27,17,341,2,275,3
6,Sun,October 16,boxscore,Carolina Panthers,@,Detroit Lions,21,20,317,4,209,4
6,Sun,October 16,boxscore,Atlanta Falcons,@,New Orleans Saints,34,31,266,1,456,2
6,Sun,October 16,boxscore,Dallas Cowboys,,New York Giants,16,13,385,4,270,4
6,Sun,October 16,boxscore,Denver Broncos,,New England Patriots,28,20,432,0,388,0
6,Sun,October 16,boxscore,Jacksonville Jaguars,@,Pittsburgh Steelers,23,17,246,1,218,4
6,Mon,October 17,boxscore,Indianapolis Colts,,St. Louis Rams,45,28,363,1,349,4
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
7,Fri,October 21,boxscore,Kansas City Chiefs,@,Miami Dolphins,30,20,462,0,286,1
7,Sun,October 23,boxscore,Chicago Bears,,Baltimore Ravens,10,6,276,0,199,0
7,Sun,October 23,boxscore,Philadelphia Eagles,,San Diego Chargers,20,17,286,2,291,3
7,Sun,October 23,boxscore,Arizona Cardinals,,Tennessee Titans,20,10,173,1,348,3
7,Sun,October 23,boxscore,Minnesota Vikings,,Green Bay Packers,23,20,363,1,374,0
7,Sun,October 23,boxscore,Detroit Lions,@,Cleveland Browns,13,10,329,1,174,3
7,Sun,October 23,boxscore,Washington Redskins,,San Francisco 49ers,52,17,457,0,194,2
7,Sun,October 23,boxscore,New York Giants,,Denver Broncos,24,23,311,2,385,1
7,Sun,October 23,boxscore,Oakland Raiders,,Buffalo Bills,38,17,416,1,210,1
7,Sun,October 23,boxscore,Pittsburgh Steelers,@,Cincinnati Bengals,27,13,304,2,302,2
7,Sun,October 23,boxscore,St. Louis Rams,,New Orleans Saints,28,17,298,1,332,2
7,Sun,October 23,boxscore,Indianapolis Colts,@,Houston Texans,38,20,437,2,139,2
7,Sun,October 23,boxscore,Seattle Seahawks,,Dallas Cowboys,13,10,289,3,275,2
7,Mon,October 24,boxscore,Atlanta Falcons,,New York Jets,27,14,310,3,231,4
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
8,Sun,October 30,boxscore,Houston Texans,,Cleveland Browns,19,16,237,1,325,2
8,Sun,October 30,boxscore,Dallas Cowboys,,Arizona Cardinals,34,13,348,1,213,2
8,Sun,October 30,boxscore,St. Louis Rams,,Jacksonville Jaguars,24,21,386,3,427,2
8,Sun,October 30,boxscore,Carolina Panthers,,Minnesota Vikings,38,13,449,0,253,0
8,Sun,October 30,boxscore,San Diego Chargers,,Kansas City Chiefs,28,20,424,2,418,1
8,Sun,October 30,boxscore,Chicago Bears,@,Detroit Lions,19,13,333,1,278,1
8,Sun,October 30,boxscore,Miami Dolphins,@,New Orleans Saints,21,6,342,2,203,2
8,Sun,October 30,boxscore,San Francisco 49ers,,Tampa Bay Buccaneers,15,10,208,0,275,3
8,Sun,October 30,boxscore,New York Giants,,Washington Redskins,36,0,386,1,125,4
8,Sun,October 30,boxscore,Oakland Raiders,@,Tennessee Titans,34,25,324,1,326,2
8,Sun,October 30,boxscore,New England Patriots,,Buffalo Bills,21,16,273,2,394,2
8,Sun,October 30,boxscore,Cincinnati Bengals,,Green Bay Packers,21,14,317,1,353,5
8,Sun,October 30,boxscore,Denver Broncos,,Philadelphia Eagles,49,21,564,0,351,2
8,Mon,October 31,boxscore,Pittsburgh Steelers,,Baltimore Ravens,20,19,261,2,318,3
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
9,Sun,November 6,boxscore,Seattle Seahawks,@,Arizona Cardinals,33,19,370,0,378,4
9,Sun,November 6,boxscore,Cleveland Browns,,Tennessee Titans,20,14,441,2,323,1
9,Sun,November 6,boxscore,Atlanta Falcons,@,Miami Dolphins,17,10,382,2,208,1
9,Sun,November 6,boxscore,San Diego Chargers,@,New York Jets,31,26,395,2,269,0
9,Sun,November 6,boxscore,Chicago Bears,@,New Orleans Saints,20,17,314,3,283,4
9,Sun,November 6,boxscore,Minnesota Vikings,,Detroit Lions,27,14,285,1,289,3
9,Sun,November 6,boxscore,Carolina Panthers,@,Tampa Bay Buccaneers,34,14,287,0,270,4
9,Sun,November 6,boxscore,Jacksonville Jaguars,,Houston Texans,21,14,312,0,279,1
9,Sun,November 6,boxscore,New York Giants,@,San Francisco 49ers,24,6,344,0,138,1
9,Sun,November 6,boxscore,Washington Redskins,,Philadelphia Eagles,17,10,293,1,336,1
9,Sun,November 6,boxscore,Pittsburgh Steelers,@,Green Bay Packers,20,10,213,1,268,3
9,Sun,November 6,boxscore,Kansas City Chiefs,,Oakland Raiders,27,23,321,1,263,1
9,Sun,November 6,boxscore,Cincinnati Bengals,@,Baltimore Ravens,21,9,329,1,240,1
9,Mon,November 7,boxscore,Indianapolis Colts,@,New England Patriots,40,21,453,1,288,2
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
10,Sun,November 13,boxscore,Detroit Lions,,Arizona Cardinals,29,21,383,0,397,1
10,Sun,November 13,boxscore,Buffalo Bills,,Kansas City Chiefs,14,3,209,2,316,4
10,Sun,November 13,boxscore,Chicago Bears,,San Francisco 49ers,17,9,239,4,161,2
10,Sun,November 13,boxscore,Pittsburgh Steelers,,Cleveland Browns,34,21,382,0,303,2
10,Sun,November 13,boxscore,Denver Broncos,@,Oakland Raiders,31,17,326,2,335,3
10,Sun,November 13,boxscore,Minnesota Vikings,@,New York Giants,24,21,137,1,405,5
10,Sun,November 13,boxscore,New England Patriots,@,Miami Dolphins,23,16,365,2,437,2
10,Sun,November 13,boxscore,Seattle Seahawks,,St. Louis Rams,31,16,417,2,353,2
10,Sun,November 13,boxscore,Jacksonville Jaguars,,Baltimore Ravens,30,3,338,0,163,3
10,Sun,November 13,boxscore,Tampa Bay Buccaneers,,Washington Redskins,36,35,340,1,389,3
10,Sun,November 13,boxscore,Indianapolis Colts,,Houston Texans,31,17,419,2,209,0
10,Sun,November 13,boxscore,Green Bay Packers,@,Atlanta Falcons,33,25,351,1,321,3
10,Sun,November 13,boxscore,Carolina Panthers,,New York Jets,30,3,220,2,214,6
10,Mon,November 14,boxscore,Dallas Cowboys,@,Philadelphia Eagles,21,20,241,1,359,1
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
11,Sun,November 20,boxscore,Tampa Bay Buccaneers,@,Atlanta Falcons,30,27,258,1,443,2
11,Sun,November 20,boxscore,Seattle Seahawks,@,San Francisco 49ers,27,25,373,0,336,1
11,Sun,November 20,boxscore,Oakland Raiders,@,Washington Redskins,16,13,336,1,246,3
11,Sun,November 20,boxscore,Baltimore Ravens,,Pittsburgh Steelers,16,13,241,2,282,2
11,Sun,November 20,boxscore,New York Giants,,Philadelphia Eagles,27,17,315,0,404,1
11,Sun,November 20,boxscore,New England Patriots,,New Orleans Saints,24,17,326,1,425,1
11,Sun,November 20,boxscore,Jacksonville Jaguars,@,Tennessee Titans,31,28,295,1,254,1
11,Sun,November 20,boxscore,Cleveland Browns,,Miami Dolphins,22,0,376,1,194,2
11,Sun,November 20,boxscore,Arizona Cardinals,@,St. Louis Rams,38,28,372,1,357,2
11,Sun,November 20,boxscore,Denver Broncos,,New York Jets,27,0,404,1,195,5
11,Sun,November 20,boxscore,San Diego Chargers,,Buffalo Bills,48,10,478,0,202,2
11,Sun,November 20,boxscore,Dallas Cowboys,,Detroit Lions,20,7,253,1,226,1
11,Sun,November 20,boxscore,Indianapolis Colts,@,Cincinnati Bengals,45,37,451,1,492,1
11,Sun,November 20,boxscore,Chicago Bears,,Carolina Panthers,13,3,258,1,238,2
11,Sun,November 20,boxscore,Kansas City Chiefs,@,Houston Texans,45,17,446,1,259,3
11,Mon,November 21,boxscore,Minnesota Vikings,@,Green Bay Packers,20,17,331,2,236,2
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
12,Thu,November 24,boxscore,Denver Broncos,@,Dallas Cowboys,24,21,293,2,314,2
12,Thu,November 24,boxscore,Atlanta Falcons,@,Detroit Lions,27,7,402,2,304,4
12,Sun,November 27,boxscore,New Orleans Saints,@,New York Jets,21,19,269,0,360,0
12,Sun,November 27,boxscore,Cincinnati Bengals,,Baltimore Ravens,42,29,437,3,322,3
12,Sun,November 27,boxscore,Chicago Bears,@,Tampa Bay Buccaneers,13,10,239,1,275,1
12,Sun,November 27,boxscore,Minnesota Vikings,,Cleveland Browns,24,12,281,2,262,5
12,Sun,November 27,boxscore,Philadelphia Eagles,,Green Bay Packers,19,14,264,1,292,5
12,Sun,November 27,boxscore,Tennessee Titans,,San Francisco 49ers,33,22,461,1,261,4
12,Sun,November 27,boxscore,Miami Dolphins,@,Oakland Raiders,33,21,394,3,305,3
12,Sun,November 27,boxscore,Kansas City Chiefs,,New England Patriots,26,16,420,1,306,4
12,Sun,November 27,boxscore,Seattle Seahawks,,New York Giants,24,21,355,2,490,1
